observed_on,description,scientific_name,common_name,taxon_id,taxon_order_name,taxon_family_name,field:method of surveying for invertebrates,field:perching on
2022-07-29,Swept from low vegetation,Dolycoris baccarum,Hairy Shield Bug,51666,Hemiptera,Pentatomidae,Sweepnet,
2022-07-29,,Andricus kollari,Oak Marble Gall Wasp,55600,Hymenoptera,Cynipidae,,
2022-08-03,,Araneus diadematus,European Garden Spider,52628,Araneae,Araneidae,,
2022-08-03,,Episyrphus balteatus,Marmalade Hover Fly,52482,Diptera,Syrphidae,,
2022-08-03,,Anthophila fabriciana,Common Nettle-tap,321979,Lepidoptera,Choreutidae,,
2022-08-03,,Pararge aegeria,Speckled Wood,52592,Lepidoptera,Nymphalidae,,
2022-08-03,,Vanessa atalanta,Red Admiral,49133,Lepidoptera,Nymphalidae,,
2022-08-02,,Volucella zonaria,Hornet Mimic Hover Fly,343983,Diptera,Syrphidae,,
2022-08-04,,Eristalis tenax,Common Drone Fly,55719,Diptera,Syrphidae,,
2022-08-04,,Pieris rapae,Small White,55626,Lepidoptera,Pieridae,,
2022-08-05,,Dorcus parallelipipedus,Lesser Stag Beetle,123920,Coleoptera,Lucanidae,,
2022-08-05,,Coccinella septempunctata,7-spot ladybird,51702,Coleoptera,Coccinellidae,,
2022-08-08,Found at platform level in the tube station. Possibly brought in by the nearby ventilation shaft.,Bryophila domestica,Marbled Beauty,1225773,Lepidoptera,Noctuidae,,
2022-08-10,,Araneus diadematus,European Garden Spider,52628,Araneae,Araneidae,,
2022-08-09,,Pieris rapae,Small White,55626,Lepidoptera,Pieridae,,
2022-07-29,,Adelphocoris lineolatus,Lucerne Bug,84508,Hemiptera,Miridae,,
2022-08-13,,Polyommatus icarus,Common Blue,55641,Lepidoptera,Lycaenidae,,
2022-08-06,,Rhyparochromus vulgaris,bright-spotted groundbug,141731,Hemiptera,Rhyparochromidae,,
2022-08-06,,Lucilia,Greenbottle Flies,61858,Diptera,Calliphoridae,,
2022-08-06,,Seladonia,,574895,Hymenoptera,Halictidae,,
2022-08-06,,Myathropa florea,Batman Hoverfly,70211,Diptera,Syrphidae,,
2022-08-13,,Apis mellifera,Western Honey Bee,47219,Hymenoptera,Apidae,,
2022-08-13,,Apis mellifera,Western Honey Bee,47219,Hymenoptera,Apidae,,
2022-08-13,,Syritta pipiens,Thick-legged Hover Fly,81979,Diptera,Syrphidae,,
2022-08-13,,Apis mellifera,Western Honey Bee,47219,Hymenoptera,Apidae,,
2022-08-13,,Apis mellifera,Western Honey Bee,47219,Hymenoptera,Apidae,,
2022-08-13,,Lucilia,Greenbottle Flies,61858,Diptera,Calliphoridae,,
2022-08-13,"",Eristalis arbustorum,Eurasian Drone Fly,320786,Diptera,Syrphidae,,
2022-08-13,"",Eristalis tenax,Common Drone Fly,55719,Diptera,Syrphidae,,
2022-08-13,"",Eristalis arbustorum,Eurasian Drone Fly,320786,Diptera,Syrphidae,,
2022-08-13,,Lucilia,Greenbottle Flies,61858,Diptera,Calliphoridae,,
2022-08-13,"",Apis mellifera,Western Honey Bee,47219,Hymenoptera,Apidae,,
2022-08-13,"",Eristalis tenax,Common Drone Fly,55719,Diptera,Syrphidae,,
2022-08-14,,Syritta pipiens,Thick-legged Hover Fly,81979,Diptera,Syrphidae,,
2022-08-15,,Bryophila domestica,Marbled Beauty,1225773,Lepidoptera,Noctuidae,,
2022-08-17,,Eristalis arbustorum,Eurasian Drone Fly,320786,Diptera,Syrphidae,,
2022-08-17,,Apis mellifera,Western Honey Bee,47219,Hymenoptera,Apidae,,
2022-08-17,,Eristalis arbustorum,Eurasian Drone Fly,320786,Diptera,Syrphidae,,
2022-08-17,,Episyrphus balteatus,Marmalade Hover Fly,52482,Diptera,Syrphidae,,
2022-08-20,,Araneus diadematus,European Garden Spider,52628,Araneae,Araneidae,,
2022-08-20,Swept from grass and goat's rue (Galega),Sitona lepidus,Clover root weevil,231081,Coleoptera,Curculionidae,Sweepnet,
2022-08-20,Swept from grass and goat's rue (Galega),Bruchidius varius,,546101,Coleoptera,Chrysomelidae,Sweepnet,
2022-08-20,Swept from grass and goat's rue (Galega),Philodromus,Running Crab Spiders,56611,Araneae,Philodromidae,Sweepnet,
2022-08-20,Swept from grass and goat's rue (Galega),Nigma puella,Bleeding Heart Spider,468257,Araneae,Dictynidae,Sweepnet,
2022-08-20,Swept from grass and goat's rue (Galega),Bruchini,,373652,Coleoptera,Chrysomelidae,Sweepnet,
2022-08-20,Swept from grass and goat's rue (Galega),Acalyptratae,Acalyptrate Flies,48088,Diptera,,Sweepnet,
2022-08-20,Swept from grass and goat's rue (Galega),Sitona lineatus,Pea Weevil,231082,Coleoptera,Curculionidae,Sweepnet,
2022-08-20,Swept from grass and goat's rue (Galega),Acalyptratae,Acalyptrate Flies,48088,Diptera,,Sweepnet,
2022-08-20,,Halyzia sedecimguttata,Orange Ladybird,52881,Coleoptera,Coccinellidae,,
2022-08-20,,Trombidioidea,Velvet Mites,491889,Trombidiformes,,Sweepnet,
2022-08-20,,Pisaura mirabilis,European Nursery Web spider,55787,Araneae,Pisauridae,,
2022-08-20,Swept from willowherb,Pisaura mirabilis,European Nursery Web spider,55787,Araneae,Pisauridae,Sweepnet,
2022-08-20,Swept from willowherb.,Psyllobora vigintiduopunctata,22-spot Ladybird,51660,Coleoptera,Coccinellidae,Sweepnet,
2022-08-20,"",Chrysoperla carnea,carnea-group Green Lacewings,858297,Neuroptera,Chrysopidae,Sweepnet,Prunus spinosa
2022-08-20,"",Philodromus rufus,,1410297,Araneae,Philodromidae,Sweepnet,Prunus spinosa
2022-08-20,"",Myrmecina graminicola,woodlouse ant,343316,Hymenoptera,Formicidae,Sweepnet,Prunus spinosa
2022-08-20,,Philodromus aureolus,,1406617,Araneae,Philodromidae,Beater,Acer campestre
2022-08-20,,Philodromus,Running Crab Spiders,56611,Araneae,Philodromidae,Beater,Acer campestre
2022-08-20,,Mangora acalypha,Cricket-bat Orbweaver,319548,Araneae,Araneidae,,
2022-08-20,,Enoplognatha ovata,Candy-striped Spider complex,1255692,Araneae,Theridiidae,,
2022-08-20,Knocked from Clematis vitalba and bramble,Anthonomus rubi,Strawberry blossom weevil,471260,Coleoptera,Curculionidae,,
2022-08-20,,Palomena prasina,Green Shield Bug,62060,Hemiptera,Pentatomidae,,
2022-08-20,Knocked from ivy,Pogonocherus hispidus,lesser thorn-tipped longhorn beetle,497710,Coleoptera,Cerambycidae,,
2022-08-20,,Araniella,Cucumber Spiders,81985,Araneae,Araneidae,Beater,Crataegus monogyna
2022-08-20,,Anyphaena,,153567,Araneae,Anyphaenidae,Beater,Crataegus monogyna
2022-08-20,,Physatocheila dumetorum,hawthorn lacebug,604008,Hemiptera,Tingidae,Beater,Crataegus monogyna
2022-08-20,,Philodromidae,Running Crab Spiders,47868,Araneae,Philodromidae,Beater,Crataegus monogyna
2022-08-20,,Phyllonorycter,,61354,Lepidoptera,Gracillariidae,Beater,Crataegus monogyna
2022-08-20,,Eupeodes,Aphideaters,62455,Diptera,Syrphidae,,
2022-08-20,,Palomena prasina,Green Shield Bug,62060,Hemiptera,Pentatomidae,Beater,Acer campestre
2022-08-20,,Deraeocoris lutescens,,551900,Hemiptera,Miridae,Beater,Acer campestre
2022-08-20,,Philodromus,Running Crab Spiders,56611,Araneae,Philodromidae,Beater,Acer campestre
2022-08-20,,Philaenus spumarius,Common Froghopper,56189,Hemiptera,Aphrophoridae,Sweepnet,
2022-08-20,,Temnothorax nylanderi,,347493,Hymenoptera,Formicidae,Sweepnet,
2022-08-20,,Ballus chalybeius,Oak Jumping Spider,494177,Araneae,Salticidae,Sweepnet,
2022-08-20,,Anyphaena,,153567,Araneae,Anyphaenidae,Sweepnet,
2022-08-20,,Cloeon dipterum,Pond Olive,217219,Ephemeroptera,Baetidae,Sweepnet,
2022-08-20,,Acalyptratae,Acalyptrate Flies,48088,Diptera,,Sweepnet,
2022-08-20,,Nezara viridula,Southern Green Shield Bug,141725,Hemiptera,Pentatomidae,Sweepnet,
2022-08-20,,Asiraca clavicornis,broadened planthopper,450685,Hemiptera,Delphacidae,Sweepnet,
2022-08-20,,Phytocoris,,178498,Hemiptera,Miridae,Sweepnet,
2022-08-20,,Stictopleurus,,194747,Hemiptera,Rhopalidae,Sweepnet,
2022-09-01,,Macroglossum stellatarum,Eurasian Hummingbird Hawkmoth,56293,Lepidoptera,Sphingidae,,
2022-09-11,,Peribatodes rhomboidaria,Willow Beauty,83459,Lepidoptera,Geometridae,,
2022-09-09,,Emmelina monodactyla,Common Plume Moth,127431,Lepidoptera,Pterophoridae,,
2022-09-09,,Cepaea nemoralis,Brown-lipped Snail,48586,Stylommatophora,Helicidae,,
2022-09-09,,Xestia xanthographa,Square-spot Rustic,48162,Lepidoptera,Noctuidae,,
2022-08-28,,Coenosia,Tiger Flies,132071,Diptera,Muscidae,,
2022-08-28,,Gonocerus acuteangulatus,Box Bug,204781,Hemiptera,Coreidae,,
2022-08-28,,Aphidoletes,,379631,Diptera,Cecidomyiidae,,
2022-08-28,,Ectopsocus,,252535,Psocodea,Ectopsocidae,,
2022-08-28,,Harmonia axyridis,Harlequin Ladybird,48484,Coleoptera,Coccinellidae,,
2022-08-28,,Phytocoris tiliae,lime plant bug,624545,Hemiptera,Miridae,,
2022-08-28,,Curculio nucum,Nut Weevil,147083,Coleoptera,Curculionidae,,
2022-08-28,,Formica polyctena × rufa,Hybrid Wood Ant,1433965,Hymenoptera,Formicidae,,
2022-08-28,Made me super itchy!,Orgyia,,49031,Lepidoptera,Erebidae,,
2022-08-28,,Gonocerus acuteangulatus,Box Bug,204781,Hemiptera,Coreidae,,
2022-08-28,,Strophosoma capitatum,,496642,Coleoptera,Curculionidae,,
2022-08-28,,Araneus diadematus,European Garden Spider,52628,Araneae,Araneidae,,
2022-08-28,,Gonyodiscus rotundatus,Rounded Snail,1533950,Stylommatophora,Discidae,,
2022-08-28,,Oligolophinae,,525706,Opiliones,Phalangiidae,,
2022-08-28,,Agelastica alni,Alder Leaf Beetle,210933,Coleoptera,Chrysomelidae,,
2022-08-28,,Pterostichus madidus,Black Clock,131930,Coleoptera,Carabidae,,
2022-08-28,,Anthocoris nemorum,Common Flowerbug,359507,Hemiptera,Anthocoridae,,
2022-08-28,,Tegenaria silvestris,Wood House Spider,783372,Araneae,Agelenidae,,
2022-08-28,,Bombus pascuorum,Common Carder Bee,55637,Hymenoptera,Apidae,,
2022-08-28,,Bombus hypnorum,Tree Bumble Bee,61803,Hymenoptera,Apidae,,
2022-08-28,,Pardosa saltans,,494584,Araneae,Lycosidae,,
2022-08-28,,Ectobius pallidus,Tawny Cockroach,130139,Blattodea,Ectobiidae,,
2022-08-28,,Phytocoris,,178498,Hemiptera,Miridae,,
2022-08-29,,Phosphuga atrata,Black snail beetle,362281,Coleoptera,Silphidae,,
2022-08-29,,Amaurobius,Lace web spiders,127023,Araneae,Amaurobiidae,,
2022-10-17,,Amblyptilia acanthadactyla,Beautiful Plume Moth,322803,Lepidoptera,Pterophoridae,,
2022-11-08,,Blatta orientalis,Oriental Cockroach,154213,Blattodea,Blattidae,,
2022-06-16,,Sciapus platypterus,,361085,Diptera,Dolichopodidae,Light trap,
2022-06-16,"",Sylvicola punctatus,,471969,Diptera,Anisopodidae,Light trap,
2022-06-16,,Rogadinae,Mummy Wasps,373534,Hymenoptera,Braconidae,,
2022-06-16,,Lonchoptera,,203418,Diptera,Lonchopteridae,,
2022-06-16,,Dolichopus,,133493,Diptera,Dolichopodidae,,
2022-06-16,,Fannia,,121215,Diptera,Fanniidae,,
2022-12-25,,Araneus diadematus,European Garden Spider,52628,Araneae,Araneidae,,
2023-02-20,,Vespula vulgaris,Common Wasp,127777,Hymenoptera,Vespidae,,
2023-03-14,,Arocatus roeselii,,630957,Hemiptera,Lygaeidae,,
2023-04-03,,Tipuloidea,Typical Crane Flies,51226,Diptera,,,
2023-04-05,,Bombylius major,Greater Bee Fly,51557,Diptera,Bombyliidae,,
2023-04-05,,Bombus pascuorum,Common Carder Bee,55637,Hymenoptera,Apidae,,
2023-04-05,,Deroceras reticulatum,Netted Field Slug,124432,Stylommatophora,Agriolimacidae,,
2023-04-05,,Cepaea,,48587,Stylommatophora,Helicidae,,
2023-04-11,,Emmelina monodactyla,Common Plume Moth,127431,Lepidoptera,Pterophoridae,,
2023-04-08,,Andricus kollari,Oak Marble Gall Wasp,55600,Hymenoptera,Cynipidae,,
2023-04-08,,Gonyodiscus rotundatus,Rounded Snail,1533950,Stylommatophora,Discidae,,
2023-04-08,,Ectopsocus,,252535,Psocodea,Ectopsocidae,,
2023-04-08,,Gamasina,,936184,Mesostigmata,,,
2023-04-08,,Araneae,Spiders,47118,Araneae,,,
2023-04-08,,Stenamma,,69545,Hymenoptera,Formicidae,,
2023-04-08,,Pergamasus,,377626,Mesostigmata,Parasitidae,,
2023-04-08,,Tetramorium caespitum,Red Pavement Ant,81875,Hymenoptera,Formicidae,Beater,Carpinus betulus
2023-04-08,,Sitona lineatus,Pea Weevil,231082,Coleoptera,Curculionidae,Beater,Carpinus betulus
2023-04-08,,Anthocoris nemorum,Common Flowerbug,359507,Hemiptera,Anthocoridae,Beater,Carpinus betulus
2023-04-08,,Kleidocerys resedae,Birch Catkin Bug,261586,Hemiptera,Lygaeidae,Beater,Ilex aquifolium
2023-04-08,"",Tachyporus hypnorum,,326717,Coleoptera,Staphylinidae,Beater,Corylus avellana
2023-04-08,,Araniella,Cucumber Spiders,81985,Araneae,Araneidae,Beater,Prunus spinosa
2023-04-08,,Paidiscura pallens,Sputnik Spider,468241,Araneae,Theridiidae,Beater,Prunus spinosa
2023-04-08,,Paidiscura pallens,Sputnik Spider,468241,Araneae,Theridiidae,Beater,Prunus spinosa
2023-04-08,,Lasius,,931956,Hymenoptera,Formicidae,,
2023-04-08,,Coccinella septempunctata,7-spot ladybird,51702,Coleoptera,Coccinellidae,,
2023-04-28,,Eupeodes,Aphideaters,62455,Diptera,Syrphidae,,
2023-04-28,,Nysius huttoni,Wheat Bug,393669,Hemiptera,Lygaeidae,,
2023-04-28,,Diplolepis rosae,Robin's Pincushion Gall Wasp,205320,Hymenoptera,Diplolepididae,,
2023-04-28,,Apion frumentarium,,205779,Coleoptera,Brentidae,,
2023-04-28,,Stenodema calcarata,Two-spined Grass Bug,499244,Hemiptera,Miridae,,
2023-04-28,,Cornu aspersum,Garden Snail,480298,Stylommatophora,Helicidae,,
2023-04-28,,Vallonia costata,ribbed grass snail,233380,Stylommatophora,Valloniidae,,
2023-04-28,,Tachyporus hypnorum,,326717,Coleoptera,Staphylinidae,,
2023-04-28,,Cornu aspersum,Garden Snail,480298,Stylommatophora,Helicidae,,
2023-04-28,,Anthocoris,,203222,Hemiptera,Anthocoridae,,
2023-04-28,,Sciaridae,Dark-winged Fungus Gnats,85259,Diptera,Sciaridae,,
2023-04-28,,Tephritis hyoscyami,,363360,Diptera,Tephritidae,,
2023-04-28,,Coccinella septempunctata,7-spot ladybird,51702,Coleoptera,Coccinellidae,,
2023-04-28,,Cornu aspersum,Garden Snail,480298,Stylommatophora,Helicidae,,
2023-04-28,,Issus coleoptratus,,141761,Hemiptera,Issidae,,
2023-04-28,,Nigma puella,Bleeding Heart Spider,468257,Araneae,Dictynidae,Beater,Acer pseudoplatanus
2023-04-28,,Bradybatus fallax,,547772,Coleoptera,Curculionidae,,
2023-04-28,,Pentatoma rufipes,Forest Bug,51275,Hemiptera,Pentatomidae,,
2023-04-28,,Enoplognatha ovata,Candy-striped Spider complex,1255692,Araneae,Theridiidae,,
2023-04-28,,Harpactea hombergi,Sneak Spider,318911,Araneae,Dysderidae,,
2023-04-28,,Anyphaena,,153567,Araneae,Anyphaenidae,,
2023-04-28,,Anyphaena,,153567,Araneae,Anyphaenidae,,
2023-04-28,,Anyphaena,,153567,Araneae,Anyphaenidae,,
2023-04-28,,Anelosimus vittatus,Banded Comb-Footed Spider,468120,Araneae,Theridiidae,,
2023-04-28,,Nitidulidae,Sap-feeding Beetles,126791,Coleoptera,Nitidulidae,,
2023-04-28,,Rhyzobius forestieri,,320409,Coleoptera,Coccinellidae,,
2023-04-28,,Philodromus aureolus,,1406617,Araneae,Philodromidae,,
2023-04-28,,Scolopostethus affinis,,469720,Hemiptera,Rhyparochromidae,,
2023-04-28,,Nomada,Nomad Bees,53648,Hymenoptera,Apidae,,
2023-04-28,,Coccinella septempunctata,7-spot ladybird,51702,Coleoptera,Coccinellidae,,
2023-04-28,,Deraeocoris lutescens,,551900,Hemiptera,Miridae,,
2023-04-28,,Phyllobius pyri,Common Leaf Weevil,483640,Coleoptera,Curculionidae,,
2023-04-28,,Alopecosa pulverulenta,,1466371,Araneae,Lycosidae,,
2023-04-28,,Cepaea hortensis,White-lipped Snail,51039,Stylommatophora,Helicidae,,
2023-04-28,,Nigma puella,Bleeding Heart Spider,468257,Araneae,Dictynidae,,
2023-04-28,,Ectopsocus,,252535,Psocodea,Ectopsocidae,,
2023-04-28,,Theridion,Typical Cobweb Spiders,82081,Araneae,Theridiidae,,
2023-04-28,,Coccinella septempunctata,7-spot ladybird,51702,Coleoptera,Coccinellidae,,
2023-04-28,,Polydrusus cervinus,,456029,Coleoptera,Curculionidae,Beater,Betula
2023-04-28,,Philodromidae,Running Crab Spiders,47868,Araneae,Philodromidae,Beater,Betula
2023-04-28,,Coccinella septempunctata,7-spot ladybird,51702,Coleoptera,Coccinellidae,,
2023-04-28,,Stenodema calcarata,Two-spined Grass Bug,499244,Hemiptera,Miridae,Sweepnet,Poaceae
2023-04-28,,Sitona lineatus,Pea Weevil,231082,Coleoptera,Curculionidae,Sweepnet,Poaceae
2023-04-28,,Chironomidae,Non-biting Midges,53275,Diptera,Chironomidae,Sweepnet,Poaceae
2023-04-28,,Lasius,,931956,Hymenoptera,Formicidae,Sweepnet,Poaceae
2023-04-28,,Leptopterna dolabrata,Meadow Plant Bug,321904,Hemiptera,Miridae,Sweepnet,Poaceae
2023-04-28,,Meliscaeva auricollis,Spotted Thintail,324637,Diptera,Syrphidae,,
2023-04-28,"",Anthophora plumipes,Hairy-footed Flower Bee,124542,Hymenoptera,Apidae,,
2023-04-28,"",Andrena fulva,Tawny Mining Bee,60579,Hymenoptera,Andrenidae,,
2023-04-28,,Harmonia axyridis,Harlequin Ladybird,48484,Coleoptera,Coccinellidae,,
2023-04-28,,Coccinella septempunctata,7-spot ladybird,51702,Coleoptera,Coccinellidae,,
2023-04-28,,Scolopostethus,,211584,Hemiptera,Rhyparochromidae,,
2023-04-28,,Harmonia axyridis,Harlequin Ladybird,48484,Coleoptera,Coccinellidae,,
2023-04-28,,Stenodema laevigata,Grass bug,469906,Hemiptera,Miridae,Sweepnet,Carex
2023-04-28,,Kateretes pusillus,,456700,Coleoptera,Kateretidae,Sweepnet,Carex
2023-04-28,,Cepaea,,48587,Stylommatophora,Helicidae,Sweepnet,Carex
2023-04-28,,Cornu aspersum,Garden Snail,480298,Stylommatophora,Helicidae,Sweepnet,Carex
2023-04-28,,Crepidodera,Studded Flea Beetles,174141,Coleoptera,Chrysomelidae,,
2023-04-28,,Harmonia axyridis,Harlequin Ladybird,48484,Coleoptera,Coccinellidae,,
2023-04-28,,Stigmella,,211345,Lepidoptera,Nepticulidae,,
2023-04-28,,Episyrphus balteatus,Marmalade Hover Fly,52482,Diptera,Syrphidae,,
2023-04-28,,Meliscaeva auricollis,Spotted Thintail,324637,Diptera,Syrphidae,,
2023-04-28,,Bombus pascuorum,Common Carder Bee,55637,Hymenoptera,Apidae,,
2023-04-28,,Andrena,Mining Bees,57669,Hymenoptera,Andrenidae,,
2023-04-28,,Bombus pascuorum,Common Carder Bee,55637,Hymenoptera,Apidae,,
2023-04-28,,Otiorhynchus ovatus,Strawberry Root Weevil,200014,Coleoptera,Curculionidae,,
2023-04-29,,Dictynidae,Meshweavers,84523,Araneae,Dictynidae,Sweepnet,Anthriscus sylvestris
2023-04-29,,Agromyzidae,Leaf-miner Flies,48086,Diptera,Agromyzidae,Sweepnet,Anthriscus sylvestris
2023-04-29,,Neottiura bimaculata,,225792,Araneae,Theridiidae,Sweepnet,Anthriscus sylvestris
2023-04-29,,Cornu aspersum,Garden Snail,480298,Stylommatophora,Helicidae,Sweepnet,Anthriscus sylvestris
2023-04-29,,Ischnodemus sabuleti,European Chinchbug,510323,Hemiptera,Blissidae,Sweepnet,Anthriscus sylvestris
2023-04-29,,Dendrometrini,,519559,Coleoptera,Elateridae,Sweepnet,Poaceae
2023-04-29,,Athetini,,373644,Coleoptera,Staphylinidae,Sweepnet,Poaceae
2023-04-29,,Chrysomelidae,Leaf Beetles,51146,Coleoptera,Chrysomelidae,Sweepnet,Poaceae
2023-04-29,,Cameraria ohridella,Horse-chestnut Leafminer,126088,Lepidoptera,Gracillariidae,Beater,Aesculus hippocastanum
2023-04-29,,Limonius minutus,,498620,Coleoptera,Elateridae,Beater,Quercus robur
2023-04-29,,Araniella,Cucumber Spiders,81985,Araneae,Araneidae,Beater,Quercus robur
2023-04-29,,Araniella,Cucumber Spiders,81985,Araneae,Araneidae,Beater,Quercus robur
2023-04-29,,Limonius,,177405,Coleoptera,Elateridae,Beater,Quercus robur
2023-04-29,,Kleidocerys resedae,Birch Catkin Bug,261586,Hemiptera,Lygaeidae,Beater,Quercus robur
2023-04-29,,Deraeocoris lutescens,,551900,Hemiptera,Miridae,Beater,Quercus robur
2023-04-29,,Harpocera thoracica,handsome plant bug,464103,Hemiptera,Miridae,Beater,Quercus robur
2023-04-29,,Philodromidae,Running Crab Spiders,47868,Araneae,Philodromidae,Beater,Quercus robur
2023-04-29,,Rhabdomiris striatellus,Striped Oak Bug,446878,Hemiptera,Miridae,Beater,Quercus robur
2023-04-29,,Araniella,Cucumber Spiders,81985,Araneae,Araneidae,,Rubus
2023-04-29,,Apis mellifera,Western Honey Bee,47219,Hymenoptera,Apidae,,
2023-04-29,,Pararge aegeria,Speckled Wood,52592,Lepidoptera,Nymphalidae,,
2023-04-29,,Diphyus quadripunctorius,,359236,Hymenoptera,Ichneumonidae,,
2023-04-29,,Leucophora,,335721,Diptera,Anthomyiidae,,
2023-04-29,,Syrphus,Common Flower Flies,52489,Diptera,Syrphidae,,
2023-04-29,,Epistrophe eligans,Spring Epistrophe,447104,Diptera,Syrphidae,,
2023-04-29,,Pararge aegeria,Speckled Wood,52592,Lepidoptera,Nymphalidae,,
2023-04-29,,Nomada goodeniana,Gooden's Nomad Bee,127759,Hymenoptera,Apidae,,
2023-04-29,,Pardosa,Thin-legged Wolf Spiders,47415,Araneae,Lycosidae,Sweepnet,Anthriscus sylvestris
2023-04-29,,Glyphotaelius pellucidus,Mottled Sedge,324273,Trichoptera,Limnephilidae,Beater,Quercus robur
2023-04-29,,Philodromus,Running Crab Spiders,56611,Araneae,Philodromidae,Beater,Quercus robur
2023-04-30,,Nephrotoma appendiculata,Spotted Cranefly,132968,Diptera,Tipulidae,,
2023-04-30,,Nomada goodeniana,Gooden's Nomad Bee,127759,Hymenoptera,Apidae,,
2023-04-30,,Leucophora,,335721,Diptera,Anthomyiidae,,
2023-04-30,,Tachina lurida,,490724,Diptera,Tachinidae,,
2023-04-30,,Bombylius major,Greater Bee Fly,51557,Diptera,Bombyliidae,,
2023-04-30,,Dolerus gonager,,1347997,Hymenoptera,Tenthredinidae,,
2023-04-30,,Epistrophe eligans,Spring Epistrophe,447104,Diptera,Syrphidae,,
2023-04-30,,Eupeodes,Aphideaters,62455,Diptera,Syrphidae,,
2023-04-30,,Phytoecia cylindrica,Umbellifer Longhorn Beetle,546481,Coleoptera,Cerambycidae,Sweepnet,Poaceae
2023-04-30,,Stenodema laevigata,Grass bug,469906,Hemiptera,Miridae,Sweepnet,Poaceae
2023-04-30,,Philodromus rufus,,1410297,Araneae,Philodromidae,Sweepnet,Poaceae
2023-04-30,,Rhyzobius chrysomeloides,Round-keeled Rhyzobius,497238,Coleoptera,Coccinellidae,Sweepnet,Poaceae
2023-04-30,,Agriotes pallidulus,,545483,Coleoptera,Elateridae,Sweepnet,Poaceae
2023-04-30,,Neottiura bimaculata,,225792,Araneae,Theridiidae,Sweepnet,Poaceae
2023-04-30,,Clambus,,375984,Coleoptera,Clambidae,Sweepnet,Poaceae
2023-04-30,,Tachyporus hypnorum,,326717,Coleoptera,Staphylinidae,Sweepnet,Poaceae
2023-04-30,,Tytthaspis sedecimpunctata,16-spot Ladybird,131985,Coleoptera,Coccinellidae,Sweepnet,Poaceae
2023-04-30,,Mangora acalypha,Cricket-bat Orbweaver,319548,Araneae,Araneidae,Sweepnet,Poaceae
2023-04-30,,Ephydridae,Shore Flies,84670,Diptera,Ephydridae,Sweepnet,Poaceae
2023-04-30,,Limonius,,177405,Coleoptera,Elateridae,Sweepnet,Poaceae
2023-04-30,,Subcoccinella vigintiquatuorpunctata,24-spot Ladybird,61937,Coleoptera,Coccinellidae,Sweepnet,Poaceae
2023-04-30,,Rhyzobius chrysomeloides,Round-keeled Rhyzobius,497238,Coleoptera,Coccinellidae,Sweepnet,Poaceae
2023-04-30,,Sitona lineatus,Pea Weevil,231082,Coleoptera,Curculionidae,Sweepnet,Poaceae
2023-04-30,,Tytthaspis sedecimpunctata,16-spot Ladybird,131985,Coleoptera,Coccinellidae,Sweepnet,Poaceae
2023-04-30,,Perapion,,451167,Coleoptera,Brentidae,Sweepnet,Poaceae
2023-04-30,,Penthaleidae,,245222,Trombidiformes,Penthaleidae,Sweepnet,Poaceae
